N_splines,chart,size,pc2_var,pc3_var,convex_gap_median,convex_gap_p90,convex_gap_bad_frac,hull_area
64,56,36,0.780728886709781,0.9058683142551514,1.4211788276289337,3.7876461666458168,0.20666666666666667,0.16756685429337473
64,57,42,0.692432977889067,0.8597537659579699,0.9522150992644856,3.706881251051569,0.16333333333333333,0.10499106672657306
64,58,42,0.6369814919067667,0.801292835680778,1.2049326062043306,3.035856512751756,0.10333333333333333,0.12662540074107453
64,59,44,0.6659823148158517,0.847442790868645,0.817264506390443,1.7514378267185278,0.0,0.15341745933786305
64,60,31,0.6708687763384784,0.7896577231225674,0.7669885764743913,1.399619268978123,0.0016666666666666668,0.1836180388814551
64,61,37,0.6235919349100383,0.7967767994736767,0.9614825110939091,1.6913875093109738,0.0,0.1442304489144687
64,62,34,0.6148387074295172,0.8342783676338994,1.1796048864137232,3.3936298768530886,0.15166666666666667,0.1185525021301203
64,63,38,0.6962653890499058,0.8547179793404389,1.4075788380112149,3.4939437468985672,0.17333333333333334,0.14362856662213175
96,0,23,0.6712367206958152,0.8518450356959277,0.5969754568294651,1.4199395673654798,0.0,0.10982242632980485
96,1,10,0.8690086900483543,0.9533878443079639,0.5070124311697383,1.165334701873717,0.0,0.21616119789228633
96,2,20,0.6562686451738851,0.8458555326972319,0.6343996126485139,1.4582429933104313,0.0,0.10301068838474052
96,3,41,0.7893823094676152,0.931887009406798,0.8733617804960548,1.5211059185814018,0.0,0.13768962074414132
96,4,18,0.5983748976156278,0.7653045842084751,0.677972902358912,1.476609156542409,0.0,0.09968204658758872
96,5,26,0.7974123907457504,0.9259686669483447,0.8523645708654402,1.6814709668113381,0.0,0.10963660900581207
96,6,26,0.7193429791624292,0.8538189311943839,0.669924454414804,1.2568744916405996,0.0,0.1435296873743006
96,7,24,0.6629457440631525,0.8161812645195596,0.5817975526707724,1.0443308449163335,0.0,0.09174604659307498
96,8,27,0.7636702174447814,0.8879961584619325,0.802298328434701,1.6586582413683815,0.0016666666666666668,0.10514317707324958
96,9,20,0.6937909637618167,0.8675519016575196,0.5212496186034317,1.717307904506738,0.0,0.10631938521662197
96,10,33,0.6817561975372644,0.8721350342221281,0.6857436244579824,1.1920193665345205,0.0,0.08714425896766598
96,11,32,0.6258754803301747,0.7832631962038147,0.8163709539769628,1.7405079388604876,0.0033333333333333335,0.16655274750656818
96,12,22,0.7290987384137844,0.8820460679925309,0.5535050647381429,0.9105250558586672,0.0,0.11954296273251426
96,13,25,0.6374685351390998,0.7858159297336417,0.763962324617349,1.7799638169877308,0.015,0.12652634654852174
96,14,24,0.7745295669027625,0.9088006905823142,0.729324933733573,1.3091381044639188,0.0,0.18772185318661566
96,15,34,0.7495475129561324,0.8671494800798086,1.2181298362163682,3.2795899417327936,0.145,0.1264022508979312
96,16,17,0.6847289068091311,0.8723225676009605,0.5419781336551859,0.9673371050573282,0.0,0.09079302688879279
96,17,16,0.7335727710485118,0.8699121198660152,0.8124404816322973,2.9922745807186644,0.09833333333333333,0.09404771073830386
96,18,16,0.7730883494954377,0.9277655591313388,0.5115116469684108,0.9424605850358173,0.0,0.14864052135265235
96,19,31,0.719495455413643,0.8551480044707775,0.601584928940888,1.3099754292649386,0.0,0.14181956183499272
96,20,22,0.620640423844784,0.7769711980825368,0.580777173300613,1.3003597719172038,0.0,0.09905337997148164
96,21,16,0.6634113894326829,0.8511639466770754,0.7257111856481118,1.435419195210996,0.0,0.1550574161937773
96,22,31,0.6728194233585477,0.8665271217276336,0.7378895240255209,1.3140600296849871,0.0,0.0867586331042152
96,23,8,0.8824597779572081,0.949268166363882,0.584468631496174,1.085904581865096,0.0,0.10362126759546195
96,24,26,0.6773593773304585,0.8743606881102709,0.7723258150779994,2.1750828308050365,0.0,0.12964379925238764
96,25,33,0.7500126675158738,0.8960177036465771,0.9211304756437997,2.4642523393089446,0.025,0.12425666075201383
96,26,38,0.5929826376831415,0.7757455741188796,0.8194261624709086,1.5170556632093015,0.006666666666666667,0.1342847662377891
96,27,28,0.730251309492657,0.8798385755591629,1.0068684600614097,2.7817196035424203,0.06833333333333333,0.11966629907566702
96,28,40,0.6194144941380997,0.8318180148826732,0.6748911167757419,1.2366014404460568,0.0,0.12952299369691136
96,29,29,0.7220737935587886,0.8620665612670388,0.7511799751663998,1.9484141733171134,0.013333333333333334,0.06916003917250789
96,30,33,0.6795195853445637,0.8266457496195081,0.7571175526460068,1.3634889101601508,0.0,0.12664629220287474
96,31,46,0.6662824874551149,0.808844771790439,0.9809456628970461,4.081501135643148,0.195,0.12180459085975269
96,32,35,0.7440549221133135,0.8792834733703865,0.8836293883754083,1.7484532669554702,0.02666666666666667,0.08737501411200958
96,33,27,0.670918881450906,0.8457925796490912,0.9567910157844359,1.5538290134630266,0.0,0.13636760491896235
96,34,31,0.5669919586847998,0.8010593979260314,0.7860490198200898,1.6997906906328284,0.0,0.12850211184748145
96,35,23,0.6756880271625907,0.8053317369830868,1.4816068359455064,2.6638949897166655,0.04,0.12405126827982425
96,36,32,0.6636581229632097,0.8440508871296051,0.7768174833372374,1.3716686753276457,0.0,0.13794986273718068
96,37,29,0.7369465537269275,0.8639203532942678,0.6740815137366543,1.4528942535059968,0.0,0.10104610924315612
96,38,29,0.6163304136731702,0.8074671119384392,0.9378498243421196,2.2241864154846924,0.0033333333333333335,0.11714047035193442
96,39,22,0.775311571897262,0.8973358875717002,1.2022485087277854,2.0576351384574916,0.005,0.1319512895139982
96,40,19,0.6807155803538597,0.8913641056635566,1.6515161387096375,4.100234268362097,0.25833333333333336,0.09408416835738807
96,41,10,0.6846188637415039,0.8589412635989873,0.6138159842419331,1.149898892615947,0.0,0.05807679103737874
96,42,30,0.5847143797312705,0.7647652723703933,0.7817338370823939,1.420800563890319,0.0,0.15927679432891406
96,43,32,0.626714863281945,0.8270317234147596,0.8343251306462722,1.4034175688268085,0.0,0.11660392450710805
